"SCHOOLID"	"SEX"	"KIND"	"GRADE"	"MATH"	"ESCS"	"CHANGE"	"FAMSTRUC"	"READ"	"TECH"	"LYCEUM"	"EARLY"	"ESCSM"	"SCHLSIZE"	"SCMATEDU"	"SCMATBUI"	"PROPSTAY"	"ISTMED"	"ISTLAR"	"MEDDISC"	"MEDSTUR"	"PCGMED"	"PCGALT"
"156"	14010	"Female"	1	1	558.6852	-0.89238	"Yes"	"1"	513.7562	0	1	0	0.0658987	424	1.113	-0.137	10	1	0	-0.538363	-0.66304	0	1
"157"	14010	"Male"	1	1	650.7556	-0.59151	"Yes"	"1"	523.3254	0	1	0	0.0658987	424	1.113	-0.137	10	1	0	-0.538363	-0.66304	0	1
"158"	14011	"Female"	1	1	406.1692	1.52874	"Yes"	"0"	522.4952	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"159"	14011	"Female"	1	1	478.7662	-0.25329	"Yes"	"1"	617.0352	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"160"	14011	"Female"	1	0	465.5242	0.60607	"Yes"	"1"	595.7439	0	1	1	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"161"	14011	"Female"	1	1	419.4111	-1.23048	"Yes"	"1"	573.1814	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"162"	14011	"Female"	1	1	435.1457	-0.06054	"Yes"	"1"	559.9934	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"163"	14011	"Female"	1	0	458.5138	-0.17816	"Yes"	"1"	503.4282	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"164"	14011	"Female"	1	0	506.1069	-0.12657	"Yes"	"1"	481.6602	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"165"	14011	"Female"	1	1	470.6652	2.05163	"Yes"	"0"	485.1558	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"166"	14011	"Female"	1	1	483.4398	0.31352	"Yes"	"1"	521.7007	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"167"	14011	"Female"	0	1	514.2078	-1.02806	"Yes"	"1"	573.7375	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"168"	14011	"Female"	1	1	478.8441	0.68791	"Yes"	"1"	479.2768	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"169"	14011	"Female"	1	1	545.8327	-0.03439	"Yes"	"1"	492.862	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"170"	14011	"Female"	1	0	519.193	-0.7878	"Yes"	"1"	660.7302	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"171"	14011	"Female"	1	1	589.2974	-0.6749	"Yes"	"1"	598.7628	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"172"	14011	"Female"	1	1	553.2326	0.11439	"Yes"	"1"	555.8622	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"173"	14011	"Female"	1	1	561.4114	-1.98249	"Yes"	"0"	589.7855	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"175"	14011	"Female"	1	1	560.7104	-1.51008	"Yes"	"1"	568.5735	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"176"	14011	"Female"	1	1	525.8919	0.48803	"Yes"	"1"	590.1827	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"177"	14011	"Female"	1	1	470.6652	0.48752	"Yes"	"0"	611.4741	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"178"	14011	"Female"	1	1	572.0829	-0.1854	"Yes"	"1"	572.5458	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"179"	14011	"Female"	1	1	577.3797	-0.84175	"Yes"	"1"	598.7628	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"180"	14011	"Male"	1	1	601.4488	0.71873	"Yes"	"0"	602.8928	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"181"	14011	"Female"	1	1	600.1246	0.3568	"Yes"	"1"	533.6175	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"182"	14011	"Female"	1	1	611.3413	-0.39211	"Yes"	"1"	520.1118	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"183"	14011	"Male"	0	1	597.5541	0.19993	"Yes"	"1"	615.7262	0	1	1	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"184"	14011	"Female"	1	1	600.2025	-0.28344	"N/A"	"1"	702.0419	0	1	1	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"185"	14011	"Female"	1	1	652.4692	0.21731	"Yes"	"1"	593.9961	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"186"	14011	"Female"	1	1	653.3261	1.64447	"Yes"	"0"	621.4842	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"187"	14011	"Female"	1	1	620.2212	1.20573	"Yes"	"1"	614.6519	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"188"	14011	"Male"	1	1	578.0807	0.29448	"Yes"	"1"	607.1439	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"189"	14011	"Male"	1	1	627.6211	1.63332	"Yes"	"1"	669.0653	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"190"	14011	"Female"	1	1	633.7747	-0.80684	"Yes"	"1"	659.1413	0	1	0	0.0678837	555	0.072	-0.757	2	1	0	0.168824	-0.366027	0	1
"191"	14012	"Female"	1	0	370.9612	0.87462	"No"	"1"	564.6012	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"192"	14012	"Female"	1	0	410.2197	-0.2091	"Yes"	"1"	493.8948	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"193"	14012	"Female"	1	1	418.0869	-0.06862	"Yes"	"1"	503.1105	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"194"	14012	"Female"	1	1	436.7035	0.24289	"Yes"	"1"	597.1739	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"195"	14012	"Female"	1	1	458.4359	-0.06862	"Yes"	"1"	576.5181	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"196"	14012	"Female"	1	1	415.2828	1.36426	"Yes"	"1"	487.1419	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"197"	14012	"Female"	1	1	404.1439	-0.04049	"Yes"	"0"	466.8833	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"198"	14012	"Female"	1	1	412.7123	-0.80684	"Yes"	"1"	503.4282	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"199"	14012	"Female"	1	1	437.1709	-0.49913	"Yes"	"1"	423.9828	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"200"	14012	"Female"	1	0	474.8715	-1.26336	"Yes"	"1"	469.4256	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"201"	14012	"Female"	1	1	463.2653	1.14535	"Yes"	"1"	528.6125	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"202"	14012	"Female"	1	1	456.8001	1.08281	"Yes"	"1"	559.8345	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"203"	14012	"Female"	1	1	502.9911	-0.47133	"Yes"	"1"	458.621	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"204"	14012	"Female"	1	1	439.5077	0.04404	"No"	"1"	507.4005	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"205"	14012	"Female"	1	0	491.3071	1.52874	"Yes"	"0"	456.2376	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"206"	14012	"Female"	1	1	462.4085	-0.24355	"Yes"	"1"	508.9894	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"207"	14012	"Female"	1	1	483.5177	-0.14951	"Yes"	"1"	451.5504	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"208"	14012	"Female"	1	1	454.2296	-0.01879	"Yes"	"1"	517.0929	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"209"	14012	"Female"	1	0	531.3444	1.81582	"Yes"	"1"	575.8825	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"210"	14012	"Female"	1	1	473.9368	-1.01058	"Yes"	"1"	551.89	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"211"	14012	"Female"	1	1	510.7026	0.32133	"Yes"	"1"	537.5898	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"212"	14012	"Female"	1	0	473.9368	-0.14706	"No"	"1"	462.7522	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"213"	14012	"Female"	1	1	495.1239	0.29448	"Yes"	"1"	549.6655	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"214"	14012	"Female"	1	1	524.4119	-0.67514	"Yes"	"1"	597.9683	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"215"	14012	"Female"	1	1	504.3153	-0.22715	"Yes"	"1"	543.9454	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"216"	14012	"Female"	1	1	526.2814	-0.66994	"Yes"	"1"	644.0467	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"217"	14012	"Female"	1	1	529.0076	1.55535	"Yes"	"1"	539.5759	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"218"	14012	"Female"	1	1	517.713	1.55489	"Yes"	"1"	511.3728	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"219"	14012	"Female"	1	0	532.9802	0.61416	"Yes"	"1"	631.3354	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"220"	14012	"Female"	1	1	560.243	-0.17816	"Yes"	"1"	667.0859	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"221"	14012	"Male"	1	1	553.3884	0.27934	"Yes"	"1"	535.1963	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"222"	14012	"Female"	1	1	541.4706	0.93583	"Yes"	"1"	523.4485	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"223"	14012	"Female"	1	1	643.122	-0.84009	"Yes"	"1"	539.3376	0	1	0	0.1838318	658	-2.125	-2.004	10	0	1	0.192139	-0.259985	0	1
"224"	14013	"Female"	1	1	403.5987	0.97823	"Yes"	"1"	471.809	0	1	1	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"225"	14013	"Female"	1	1	435.613	1.64447	"Yes"	"1"	466.8833	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"226"	14013	"Female"	1	1	484.9977	-0.19126	"Yes"	"1"	613.8574	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"227"	14013	"Female"	1	1	482.5051	0.10386	"Yes"	"0"	530.2808	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"228"	14013	"Female"	1	1	483.3619	0.3568	"Yes"	"0"	571.7513	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"229"	14013	"Female"	1	1	495.9028	1.73739	"Yes"	"0"	526.4674	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"230"	14013	"Female"	1	1	449.1665	0.3568	"Yes"	"1"	595.7439	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"231"	14013	"Female"	1	1	496.2923	0.24266	"Yes"	"1"	541.9593	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"232"	14013	"Female"	1	1	430.5499	1.52874	"Yes"	"1"	599.3189	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"233"	14013	"Female"	1	1	507.1974	-0.2018	"Yes"	"1"	645.2384	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"234"	14013	"Female"	1	1	470.3536	1.52874	"Yes"	"1"	563.0123	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"235"	14013	"Female"	1	0	509.5342	-0.67514	"Yes"	"1"	610.2824	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"236"	14013	"Female"	1	1	499.0964	0.27596	"Yes"	"1"	491.9881	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"237"	14013	"Female"	1	1	458.2022	0.9792	"Yes"	"1"	558.2456	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"238"	14013	"Female"	1	1	512.3384	1.37968	"Yes"	"1"	543.7071	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"239"	14013	"Female"	1	1	480.324	1.37523	"Yes"	"1"	582.0792	0	1	1	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"240"	14013	"Female"	1	1	520.8288	1.20573	"Yes"	"1"	595.7439	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"241"	14013	"Male"	0	1	572.8618	-2.08279	"Yes"	"1"	447.1267	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"242"	14013	"Male"	1	1	526.7487	2.05498	"Yes"	"1"	426.2724	0	1	1	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"243"	14013	"Male"	1	1	565.0724	1.42417	"Yes"	"1"	572.2529	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"244"	14013	"Female"	0	0	529.5529	0.94595	"Yes"	"1"	525.673	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"245"	14013	"Female"	1	1	527.8392	1.87197	"Yes"	"1"	569.368	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"246"	14013	"Male"	1	1	595.2952	1.87197	"Yes"	"1"	505.6794	0	1	1	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"247"	14013	"Female"	1	1	586.9606	1.73739	"Yes"	"1"	667.8803	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"248"	14013	"Female"	0	1	608.1477	1.67633	"Yes"	"1"	546.8055	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"249"	14013	"Female"	1	1	583.1438	1.87197	"Yes"	"0"	496.437	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"250"	14013	"Female"	1	1	631.4379	0.79619	"Yes"	"1"	612.2685	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"251"	14013	"Female"	1	1	620.6886	0.61824	"Yes"	"0"	554.2733	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"252"	14013	"Female"	1	1	604.0193	0.68664	"Yes"	"1"	545.3754	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"253"	14013	"Female"	1	1	609.4719	-1.12934	"Yes"	"1"	589.8649	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"254"	14013	"Male"	1	1	625.5959	2.34257	"Yes"	"1"	602.8928	0	1	0	0.8810171	1259	-1.203	-0.432	6	0	1	-0.222535	-0.626768	0	1
"255"	14014	"Female"	1	1	486.945	-0.19223	"Yes"	"1"	650.5612	0	1	1	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"256"	14014	"Female"	1	1	433.6657	-0.915	"Yes"	"1"	515.0273	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"257"	14014	"Female"	1	1	484.2966	1.10115	"Yes"	"1"	389.5829	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"258"	14014	"Male"	1	1	491.3071	1.55535	"Yes"	"0"	569.5258	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"259"	14014	"Female"	1	1	494.3449	0.38345	"Yes"	"1"	576.677	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"260"	14014	"Female"	1	1	483.0503	-0.1138	"Yes"	"1"	562.6151	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"261"	14014	"Male"	1	1	474.9494	-0.11375	"Yes"	"1"	483.7021	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"262"	14014	"Female"	1	1	478.6104	-0.12587	"Yes"	"1"	525.673	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"263"	14014	"Female"	1	1	515.0647	-1.12768	"Yes"	"1"	552.6844	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"264"	14014	"Female"	1	1	528.5403	-0.56537	"Yes"	"1"	627.3632	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"265"	14014	"Female"	1	1	505.0943	-0.71912	"Yes"	"1"	608.9318	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"266"	14014	"Female"	1	1	521.2962	-0.01633	"Yes"	"1"	597.9683	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"267"	14014	"Male"	0	1	555.2578	1.55489	"Yes"	"0"	522.5233	0	1	1	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"268"	14014	"Male"	1	1	550.4284	0.6567	"Yes"	"1"	557.0132	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"269"	14014	"Female"	1	1	577.6133	1.25231	"Yes"	"1"	683.7694	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"270"	14014	"Male"	1	1	547.78	1.26777	"Yes"	"0"	456.7518	0	1	1	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"271"	14014	"Female"	1	1	589.3753	-0.98887	"Yes"	"1"	628.1576	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"272"	14014	"Male"	1	1	545.599	0.86751	"Yes"	"0"	531.9879	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"273"	14014	"Female"	1	1	561.9567	-1.34179	"Yes"	"1"	596.3794	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"274"	14014	"Female"	1	1	577.6912	-0.80684	"Yes"	"1"	539.9732	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"275"	14014	"Female"	1	1	519.6604	0.11096	"Yes"	"1"	641.2661	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"276"	14014	"Male"	1	1	596.2299	1.08429	"Yes"	"1"	600.1657	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"277"	14014	"Male"	1	1	626.4527	1.87197	"Yes"	"0"	542.5755	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"278"	14014	"Male"	1	1	628.1664	0.56967	"Yes"	"1"	565.8362	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"279"	14014	"Male"	1	1	623.337	0.72556	"Yes"	"1"	537.763	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"280"	14014	"Female"	1	1	586.2595	0.15995	"Yes"	"1"	626.7276	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"281"	14014	"Male"	1	1	610.4845	-0.22549	"Yes"	"1"	559.1788	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"282"	14014	"Male"	1	1	639.1494	-0.4444	"Yes"	"1"	559.4194	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"283"	14014	"Female"	1	1	638.4484	0.75798	"Yes"	"1"	659.1413	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"284"	14014	"Male"	1	1	681.4457	1.36426	"Yes"	"1"	621.9825	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"285"	14014	"Female"	0	1	669.6059	-0.51411	"Yes"	"0"	671.8526	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"286"	14014	"Male"	1	1	691.1045	1.52874	"Yes"	"1"	601.9303	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"287"	14014	"Male"	1	1	705.8265	0.88355	"Yes"	"1"	715.9876	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"288"	14014	"Female"	1	1	734.2577	-0.69854	"Yes"	"1"	682.1805	0	1	0	0.2584374	1568	0.265	-0.137	2	1	0	-0.012979	-0.191	0	1
"289"	14015	"Female"	1	1	420.3458	2.05498	"Yes"	"1"	526.4674	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"290"	14015	"Female"	1	1	397.7567	0.84848	"Yes"	"0"	579.6959	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"291"	14015	"Female"	1	1	446.9855	1.89811	"No"	"1"	485.9502	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"292"	14015	"Female"	1	1	439.8193	0.79619	"Yes"	"1"	470.22	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"293"	14015	"Male"	1	0	490.5281	1.84583	"Yes"	"1"	456.431	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"294"	14015	"Female"	1	1	470.6652	0.83126	"Yes"	"0"	574.9292	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"295"	14015	"Male"	1	1	468.64	0.54032	"Yes"	"1"	505.8398	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"296"	14015	"Female"	0	1	410.2197	1.31908	"Yes"	"1"	481.978	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"297"	14015	"Female"	1	1	429.6931	0.97971	"Yes"	"1"	551.89	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"298"	14015	"Female"	1	1	499.8754	1.26679	"Yes"	"0"	500.8065	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"299"	14015	"Male"	1	1	504.6269	1.1504	"Yes"	"1"	439.1058	0	1	1	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"300"	14015	"Male"	1	1	503.6922	1.1109	"Yes"	"1"	561.0236	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"301"	14015	"Female"	1	1	490.0608	1.34522	"Yes"	"1"	501.4421	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"302"	14015	"Female"	1	1	492.4755	0.3568	"Yes"	"1"	504.2227	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"303"	14015	"Female"	1	1	477.2862	2.26414	"Yes"	"1"	539.6554	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"304"	14015	"Male"	1	0	536.8749	1.72291	"Yes"	"1"	456.7518	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"305"	14015	"Male"	1	0	546.1443	1.73739	"Yes"	"0"	478.0072	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"306"	14015	"Male"	1	1	508.9889	-1.20153	"Yes"	"1"	444.7204	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"307"	14015	"Male"	1	1	516.5446	1.37523	"Yes"	"0"	541.1318	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"308"	14015	"Male"	1	1	565.8514	1.87197	"No"	"1"	580.9155	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"309"	14015	"Male"	1	1	522.854	1.16607	"Yes"	"1"	506.4814	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"310"	14015	"Male"	1	1	538.7444	0.96713	"Yes"	"1"	633.3722	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"311"	14015	"Male"	1	1	519.6604	1.84583	"Yes"	"1"	443.2767	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"312"	14015	"Female"	0	1	545.599	-1.25916	"Yes"	"1"	515.9806	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"313"	14015	"Female"	1	1	564.9167	1.08476	"Yes"	"1"	459.7332	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"315"	14015	"Male"	1	1	574.4976	0.68791	"Yes"	"1"	656.4724	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"316"	14015	"Male"	1	0	559.3862	1.20573	"Yes"	"1"	496.2147	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"317"	14015	"Male"	1	1	584.7796	1.63332	"Yes"	"1"	669.7872	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
"319"	14015	"Male"	1	1	576.8344	2.05498	"Miss"	"0"	618.7742	0	1	0	1.210408	212	1.113	0.146	8	0	1	0.293143	-0.208429	1	0
